arquivo,documento_id,n_tokens,n_entidades,qtde_NOUN,qtde_VERB,qtde_ADJ,qtde_PROPN,qtde_PER,qtde_ORG,qtde_LOC,qtde_nsubj,qtde_obj,qtde_amod,qtde_advmod
noticias_o-corona-virus-e-os-reflexos-nos-contratos-de-consumo_822125713.txt,362,527,22,133,52,15,41,1,3,12,16,26,13,22
noticias_o-coronavirus-e-a-teoria-da-imprevisao-contratos-no-direito-civil_834135900.txt,363,2735,100,581,247,260,159,29,10,29,101,108,174,80
noticias_o-dano-ambiental-como-causa-de-extincao-do-contrato-agrario_1307728961.txt,364,1644,65,360,116,144,90,7,6,13,49,48,115,39
noticias_o-emoji-e-a-confianca-nos-contratos_1917836083.txt,365,651,7,167,56,53,6,0,0,1,36,21,47,25
noticias_o-emprestimo-de-imoveis-e-a-necessidade-de-um-contrato-de-comodato_685065477.txt,366,134,2,45,11,9,4,0,0,0,4,6,8,5
noticias_o-inadimplemento-antecipado-do-contrato_357256093.txt,367,1201,24,295,138,68,48,9,2,4,54,51,66,48
noticias_o-locador-faleceu-o-que-acontece-com-o-contrato-de-locacao_1185656547.txt,368,156,2,44,15,5,2,0,0,0,9,3,2,5
noticias_o-pl-1179-2020-e-a-revisao-dos-contratos_850084562.txt,369,223,9,59,21,18,11,1,0,2,5,8,14,10
noticias_o-problema-do-contrato-de-gaveta_352702465.txt,370,413,14,101,41,19,26,3,4,3,22,24,17,15
noticias_o-que-a-nike-a-puma-e-a-adidas-tem-a-ver-com-a-copa-do-mundo-e-contratos_1758209778.txt,371,593,38,94,51,74,47,9,17,6,27,20,27,30
noticias_o-que-e-clausula-arbitral-e-qual-sua-importancia-nos-contratos-de-franquia_727075479.txt,372,336,8,83,36,18,10,0,1,1,12,10,14,15
noticias_o-que-e-o-contrato-de-locacao-para-temporada_843425149.txt,373,88,2,24,3,5,19,0,0,0,2,0,4,2
noticias_o-que-nao-pode-faltar-em-seu-contrato-de-aluguel_1349822994.txt,374,222,9,48,31,10,9,1,0,1,6,13,6,11
noticias_o-que-significa-boa-fe-e-funcao-social-nos-contratos_553678120.txt,375,201,4,46,30,16,3,0,1,0,14,14,9,6
noticias_o-stj-e-a-clausula-de-limitacao-de-responsabilidade-em-contratos-empresariais_2175951290.txt,376,804,16,194,88,61,24,5,1,4,40,38,47,35
noticias_o-uso-da-arbitragem-nos-contratos-trabalhistas_925994719.txt,377,285,5,69,21,28,11,0,0,1,16,15,20,6
noticias_obra-estrutural-do-imovel-deve-constar-no-contrato_917372108.txt,378,385,3,88,51,24,8,1,0,0,19,22,17,20
noticias_operadora-de-telefonia-e-condenada-por-nao-rescindir-contrato-fraudulento_690218426.txt,379,389,10,105,45,25,13,1,3,2,11,26,23,17
noticias_os-3-niveis-de-dificuldades-dos-contratos-bancarios_705732700.txt,380,272,14,64,26,22,21,2,4,2,8,13,18,7
noticias_os-efeitos-do-contrato-de-namoro_231637916.txt,381,989,10,248,93,69,20,2,3,0,39,43,63,48
noticias_os-reajustes-nos-contratos-de-plano-de-saude_1202663953.txt,382,3064,190,669,228,205,341,54,30,41,81,117,167,81
noticias_os-riscos-do-contrato-de-gaveta-na-aquisicao-de-imoveis_415226661.txt,383,1387,45,333,125,92,63,13,10,9,53,49,78,45
noticias_pagina-de-repetitivos-e-iacs-anotados-inclui-julgados-sobre-contrato-de-seguro_3153456065.txt,384,253,15,64,17,8,40,1,1,1,6,7,9,5
noticias_pandemia-do-coronavirus-teoria-da-imprevisao-e-revisao-de-contratos_830351202.txt,385,2389,100,486,202,194,160,19,10,41,83,87,161,78
noticias_paralisacao-dos-contratos-de-financiamento-habitacional_1235357660.txt,386,99,7,25,7,7,13,1,1,1,5,3,7,1
noticias_periodo-de-treinamento-e-integrado-ao-contrato-de-trabalho_567832237.txt,387,295,13,75,21,10,26,1,3,5,7,15,9,10
noticias_plano-de-saude-e-condenado-por-cancelamento-de-contrato-de-adolescente-com-tea_2869395293.txt,388,440,19,104,46,22,30,1,9,4,19,17,16,15
noticias_por-que-eu-devo-fazer-um-contrato_871182131.txt,389,323,4,56,57,8,5,0,1,1,22,29,5,17
noticias_por-que-fazer-contratos_1467964251.txt,390,408,18,97,30,25,45,2,0,7,14,10,17,7
noticias_por-que-registrar-o-contrato-de-locacao_626137986.txt,391,395,5,107,41,26,5,0,0,1,16,18,22,13
noticias_por-que-um-contrato-bem-elaborado-podera-_6a262f0676.txt,392,352,6,68,47,14,4,0,3,0,23,16,11,22
noticias_por-que-voce-deve-ter-um-contrato-de-corretagem_1181317078.txt,393,1375,24,336,154,38,25,3,9,2,69,69,17,55
noticias_portal-gestao-de-contratos_119998738.txt,394,84,7,19,7,3,10,0,3,0,2,2,1,3
noticias_possibilidade-de-revisao-do-contrato-educacional-em-decorrencia-da-paralisacao_835026015.txt,395,955,17,202,120,68,26,2,4,4,42,55,55,56
noticias_posso-descumprir-um-contrato-em-funcao-da-pandemia_834135941.txt,396,448,3,100,55,27,4,0,1,0,24,16,22,28
noticias_posso-pedir-indenizacao-pelo-ponto-comercial-em-contrato-de-locacao_1444502960.txt,397,307,7,74,39,16,11,0,0,0,17,17,11,13
noticias_prazo-do-contrato-de-locacao_124284695.txt,398,423,7,101,51,17,14,0,0,0,15,20,8,14
noticias_prazo-maximo-para-renovacao-do-contrato-de-locacao-comercial-e-de-cinco-anos_1790114472.txt,399,643,19,155,72,39,34,4,3,3,32,24,36,17
noticias_prazo-prescricional-em-contratos-com-suce_957ac6617c.txt,400,278,9,70,25,19,20,1,2,2,10,5,17,6
noticias_prazos-minimos-para-o-contrato-de-arrendamento-rural_1242720461.txt,401,138,7,36,6,12,10,0,0,0,1,1,12,2
noticias_precisamos-de-um-novo-contrato-social_1176582615.txt,402,152,10,28,18,14,18,0,3,2,9,7,12,6
noticias_principais-duvidas-nos-contratos-imobiliarios_816838750.txt,403,611,14,147,65,33,30,3,0,1,46,22,26,16
noticias_projeto-pratica-em-licitacoes-e-contratos-oferece-diversos-cursos-ead_3263066951.txt,404,183,13,46,11,9,27,0,2,5,5,6,7,3
noticias_projetos-de-lei-querem-regular-contratos-durante-a-pandemia_832999223.txt,405,1454,110,348,74,78,212,26,28,36,21,25,67,20
noticias_prorrogacao-automatica-de-contrato-contrato-vincula-fiador_111988994.txt,406,186,9,47,18,11,14,2,2,0,10,8,12,6
noticias_prorrogacao-da-suspensao-e-reducao-dos-contratos-de-trabalho_874620504.txt,407,550,24,109,40,28,42,2,6,2,17,16,19,16
noticias_quais-as-vantagens-de-efetivar-uma-assinatura-eletronica-de-um-contrato_1375419630.txt,408,579,14,146,65,37,18,1,2,0,20,35,34,26
noticias_quais-os-beneficios-da-averbacao-do-contr_3cee0ae45c.txt,409,506,13,166,45,24,15,1,1,8,14,27,18,23
noticias_quais-os-encargos-geralmente-previstos-nos-contratos-bancarios_433312893.txt,410,1887,64,424,178,121,119,3,10,24,71,71,104,76
noticias_quais-sao-os-meus-direitos-no-contrato-de-compra-e-venda-de-imovel_1233910683.txt,411,307,22,81,20,12,47,3,5,11,12,12,6,10
noticias_quais-sao-os-principais-contratos-para-os-empresarios_1185402226.txt,412,301,15,70,29,17,22,1,2,1,20,10,17,16
noticias_qual-a-diferenca-de-interrupcao-e-suspensao-do-contrato-de-trabalho_1361581394.txt,413,266,23,60,15,12,44,3,5,3,9,6,9,3
noticias_qual-o-prazo-de-prescricao-de-acao-por-descumprimento-de-contrato-de-seguro_1334634382.txt,414,179,9,41,10,11,10,1,1,3,6,5,8,3
noticias_qual-o-prazo-para-executar-um-contrato_1194317724.txt,415,194,2,50,22,8,6,0,0,0,9,15,6,5
noticias_quando-entra-em-vigor-a-nova-lei-de-licitacoes-e-contratos_1299464034.txt,416,477,14,122,40,35,35,2,3,5,16,17,31,7
noticias_quando-extingue-o-contrato-de-seguro_436554711.txt,417,320,11,91,23,24,9,1,1,4,14,13,20,11
noticias_quando-o-beneficio-previdenciario-e-concedido-ha-reflexo-no-contrato-de-trabalho_1392691135.txt,418,210,10,55,22,13,21,0,3,3,8,13,10,6
noticias_reajustamento-de-precos-no-contrato-administrativo_175939094.txt,419,185,13,32,25,5,31,1,4,1,6,15,5,6
noticias_recontratacao-para-a-mesma-funcao-mediante-contrato-de-experiencia-e-nula_1209539854.txt,420,537,22,127,50,23,41,3,4,9,27,28,16,20
noticias_renegociacao-do-contrato-de-aluguel-para-restabelecer-o-equilibrio-financeiro_838542223.txt,421,1022,12,222,131,75,25,1,0,3,48,68,64,33
noticias_renegociacao-dos-contratos-com-o-bndes-e-aprovada_531827505.txt,422,276,20,60,34,8,28,3,8,5,19,19,4,10
noticias_renovacao-de-contrato-com-a-sabesp-e-a-prefeitura-de-salesopolis_595034938.txt,423,323,25,70,30,12,44,5,7,10,16,15,9,6
noticias_renovacao-de-contrato-com-a-sabesp-em-discussao_438263234.txt,424,252,16,60,28,11,22,5,4,4,16,12,9,2
noticias_renovacao-de-contrato-de-locacao-comercial_481084570.txt,425,286,25,69,13,11,43,5,1,6,8,8,9,6
noticias_requisitos-para-a-execucao-do-contrato-de-honorarios-advocaticios_833288172.txt,426,1529,53,340,133,114,97,18,5,9,51,67,93,58
noticias_requisitos-para-a-execucao-do-contrato-de-honorarios-advocaticios_834184105.txt,427,1617,63,352,137,117,126,19,6,12,53,68,94,62
noticias_rescindido-contrato-de-compra-e-venda-em-razao-da-pandemia_2827442285.txt,428,391,23,96,36,19,44,5,4,9,14,13,17,12
noticias_rescisao-contratual-c-c-ressarcimento-contrato-de-empreitada_1242777871.txt,429,1273,23,324,158,51,41,7,1,2,52,63,36,50
noticias_rescisao-de-contrato-administrativo_191596435.txt,430,369,42,74,20,23,83,10,10,11,15,10,17,5
noticias_rescisao-de-contrato-de-imovel-na-planta_363732093.txt,431,232,5,44,35,5,6,2,0,1,10,13,5,17
noticias_rescisao-de-contrato-de-trabalho-entenda-como-funciona_411409311.txt,432,396,10,96,36,20,13,0,7,0,16,11,20,12
noticias_rescisao-de-contrato-nao-depende-de-concordancia-de-construtora_1165258049.txt,433,361,10,102,35,16,15,3,2,1,18,21,15,8
noticias_rescisao-de-contrato-temporario-nao-gera-_19df95c2c9.txt,434,431,24,109,39,22,44,3,2,9,17,14,21,8
noticias_rescisao-de-contrato-temporario-nao-gera-_8c2d81820a.txt,435,446,28,111,41,24,48,5,3,7,18,16,23,8
noticias_rescisao-de-contrato-temporario-nao-gera-_8dac084c22.txt,436,428,27,107,40,22,44,5,4,7,17,14,21,8
noticias_rescisao-de-contratos-com-construtoras_664820465.txt,437,210,4,49,23,14,4,0,0,0,13,12,10,9
noticias_rescisao-do-contrato-de-trabalho_1125247883.txt,438,112,5,32,13,4,4,0,1,1,5,8,4,7
noticias_rescisao-do-contrato-imobiliario-direito-do-comprador-do-imovel-na-planta_809221801.txt,439,345,17,87,29,18,32,1,3,5,9,10,15,2
